641049362835968000	neutral	Not going to as it is Not seeing Jamie, kyle and Nic Saturday  Probably not see Chelsea Saturday  Shitty weekend that ended with breaking
629037957538672641	neutral	@BestBuy - What time does the Apple Watch go on sale this Friday?
638827615378210816	positive	Batman still solid as hell. Love ya. See you tomorrow!
620910183355650048	positive	Granted, Conor McGregor is an absolute beast. But, we are still yet to see him do it on a Wednesday night at Stoke.
634250833161506816	negative	@AmeliaMangan Plus I may have hurt the feelings of Jurassic World's director! https://t.co/q8r70uUk8n
636001207866134528	neutral	Debating going to IHOP tomorrow morning or just sleeping in...
640013667245944832	negative	The force was not with him when Jeb Bush tried to get social on #ForceFriday  http://t.co/KzF5HxztVL #marketing #millennials
637813739547426816	neutral	@AfroUnique and I once sat in a Walgreens parking lot attempting to sing Mariah Carey's "My All" and probably scared the neighbors
640667693826375680	positive	Interesting fact:  While this will be our representative's 2nd special session of the year it will be Bentley's 100th for the year.
637438922126069760	neutral	MINNEAPOLIS (Reuters) - Joe Biden got plenty of love from top Democrats on Friday, but their views about a pos... http://t.co/BSAo3tqBFh
639499085351886848	positive	@EllenTheMermaid @VegfestScotland My favourite thing about Christmas is Slade and Mariah Carey; at least on 5+6 Dec the buses are running!
641290245141458944	neutral	@WrightHFX @NDP_HQ you may have principles but lack reality. Liberal far out perform Harper &amp; Mulroney's record. too bad
641378329875087360	positive	.@sugarclint presents "Exceptional Customer Experience with IBM @Silverpop and @SugarCRM," tomorrow at #Amplify15: http://t.co/AlPIyMMOcE
640490887861137409	positive	AC/DC is rocking out Perth's Domain Stadium in November... and we want you to be there!  Listen out for the cue... http://t.co/Ycra9z4MJn
630640654536835072	positive	Monday. So here's some Fleetwood Mac - Go Your Own Way. Have a great day :) https://t.co/4H8CrHRcvn via @YouTube
641599434263003138	positive	@RedPorchReport Harper putting up historic numbers. Thus far it's been a series to forget at the plate, but, again, he didn't pitch the 7th.
637809432890576896	positive	I know more about AC/DC concerts than Angus Young probably remembers and I'm only getting to witness it live on Monday. I just
639970239808077824	neutral	Hmu if you wanna go protest the Jeb bush rally on the 17th with me and adams
641439945756905472	neutral	Justin 1st leader signed commitment from all MPs on denying right to life (50% Canadians) How's it "giving MPs more say"? @petermansbridge
640455441403768834	neutral	Sunday Supplement. Is Bale in the same class as Messi and Ronaldo?! "He's knocking on the door" don't make me laugh. Over hyped as always
636483025656782849	positive	@theguyliner Mariah Carey - Fantasy The distance between it and the 2nd most played is pretty vast.
640693538607370240	positive	FINALLY going to Disneyland tomorrow idc if it's gonna be packed
639102530971152384	positive	Cool thing about being in college is you can go get IHOP and starbs then jam to some JB on a Wednesday at 10:45 and it's not weird.
621358259933462528	positive	It's #Wishlist Wednesday! Amazon Prime Day is in full force and CNET is keeping an updated list of the best deals. http://t.co/f5adaGJNMN
639429903855788032	neutral	Can only mean one thing: he is joining Barca - probably in January.
622235808339091456	positive	Angela Merkel is a true leader . She has to tell a 14yr girl she cant have everyone stay in Germany http://t.co/KRiuHppCiH
639024714850152448	positive	We will have the lovely Kerry from ACTIDERM here on Friday morning to showcase some of her fabulous products... http://t.co/IJOxaBcOjW
639951189858107392	neutral	Superman is an alien, powered by the sun. Batman is a mere mortal, powered by his bank account. Why is there gonna be a movie?!
633973242059952128	positive	I wish every day was October 11th 2014 because I miss Eric church
641408178207395840	positive	ICYMI the AFHS Labor Day Sale has been EXTENDED, but don't wait it absolutely ends MONDAY! #ThisIsHome http://t.co/L3Qu2Tfkkm
641603995778293760	positive	Sep 5: Roland and Hector, from Wellington FL, treated their boys to some Labor Day snapper fishing with Capt.... http://t.co/7ETci1LpOd
639594300897038336	negative	@OANN 1/2  I can't believe I'm defending Jeb Bush but here goes... 1st: No official language here in the United States of America.
641560327159726080	positive	If your pupils can use an iPad better than you can then this course may well be ideal for you - http://t.co/8innWbrMqY
634800750833594368	positive	I have one possibly two extra tickets to see Zac Brown Band tomorrow at MetLife stadium. Dope seats. Who wants to come with me?
629331648929222656	neutral	Panoramas of the crowd/stadium last night at MetLife, August 5th (via insider @tatiana_eze) http://t.co/7vo6yjYxz7
639197439614828544	neutral	Vice President Joe Biden soaked up some sun in Florida, preparing to meet with fundraisers there as he stokes ... http://t.co/jZdR1xijaL
641323432186089473	positive	Judging by all the book-sized packages awaiting her arrival tomorrow, our local indie bookshop owner is an Amazon Prime member. #awkward
641398676942749696	positive	Billionaire investor Warren Buffett on Tuesday praised the presidential campaign of self-proclaimed socialist Bernie Sanders, even th...
636032462901149697	positive	@FrankieKazarian @SuperChrisSabin the 1st  UltimateX  match w/ Bentley still holds up today. Despite knowing the practice the day before.
641620321544507392	positive	Excited to hear about the new tech today from Apple !! https://t.co/mlCNRQ53fk
641621561833750529	neutral	Anyone interested to find out about the new iPhone - livestream from 5pm UK time on any Apple device http://t.co/Otz5JQX9y2
629947925951586304	positive	This is what happens when you try to share Mariah Carey's spotlight http://t.co/qLByWklR5u via @mashable
635746281579773952	positive	Why do Monday, when you can do a glorified Sunday!? Breakfast in bed with Game of Thrones. Done.
641598851095392256	neutral	First record of Colin Baker at the BBC: BBC2 serial The Roads to Freedom. Part 5 - shown 1 Nov 1970. #DoctorWho
641633293729943552	positive	It was fun to see the excitement on the 6th graders' faces. And some of them seem to be iPad pros already! https://t.co/YnZtTTyg4W
637889764113416192	neutral	'They say the sun shines for all,But in some people world, it never shine at all' Bob Marley. http://t.co/JrlSQ18ls2
641394262031007744	neutral	@kerryamchugh Trust me when I say that you are not alone, Kerry; mile 11 of Sunday's half marathon felt worse than mile 23 of my 1st full!
641290832356745216	positive	Lmao I ain even know Chelsea in the 3rd grade
638258799057330176	positive	@wylerette it may be called Hannibal but the show does revolve around the both of them plus bryan said they are meant to stay together
640389442503618560	negative	@THR She has the right to disagree. I hate Madonna! But don't think she should be stopped singing her shitty songs. 1st amendment, bro!
638078994395500545	positive	SUNDAY ONLY, DJ Linds spins the latest in Fleetwood Mac hits at Pressy Lake's hottest club, Picken's Roost! Kayak bottle service available.
639897318070861824	positive	Happy Birthday today my first favorite singer @ Beyonce , I wish you may years to come http://t.co/cgHNFeZxOP
640942575055175681	negative	@BlueMarchisio @Max_DRealer @PFA he recently said may never be like Messi or cr7
621090343740555264	neutral	Angela Merkel: 'Deny Marriage To Gay Couples': Angela Merkel revealed on Tuesday that while she thinks s... http://t.co/NtvRRAPrhM (Hfp)
641436233089032192	positive	#Nats Rendon bunts but Werth is erased at 2nd. Runner on 1st with 1 out.  Harper at bat...
632363681301573633	positive	This Galaxy Note 5 accessory may help you get over BlackBerry envy: http://t.co/iH1sbDumEj http://t.co/YsnESQzVuB
620387417758003200	positive	Watching the Kurt Cobain doc while making bday cake and FODMAP approved pizza sauce. Good Sunday of bday weekend.
640481730126811136	neutral	40% of Syrians are graduates.  Perhaps Angela Merkel's decision is not just humanitarian.  http://t.co/D7IL2QP6DY http://t.co/LED4qYWrRS
639211402247454720	negative	May be get @KTHopkins to do us all a favour and sink the thing with a gunboat (Leave Angela Merkel) https://t.co/k5XWF52hfM
639217575298248704	neutral	@MKBHD do u know if the moto360 2nd gen will work with iOS devices??
640159931799351296	neutral	I still need to know James's birthday, for the sun sign analasys, im guessing second deacon virgo, shy, not like Kerry, surprise me
641649097682874368	positive	Rumor has it Apple is likely to unveil 3 new iPhones at their 9 Sep media event; iPhone 6s, iPhone 6s Plus,iPhone 6c http://t.co/QF8d6P1Y7R
641611227765080064	positive	@mcelhearn Thems the breaks. I may have made more $ from the Fire Phone than Amazon did. ;)
641207353660960768	positive	With his consistency in playing great tennis, i am sure Federer will crush Gasquet in the QF. C'mon Federer!! http://t.co/LHCEhZo26g
638351889176875008	positive	Thank you all that came out and enjoyed Jurassic World on Friday! We would love to see YOUR pics from Friday! #NSUBA #StudentAffairs
641504800488620033	neutral	If you bought an iPhone today, you lost. New ones get introduced tomorrow.                             Don't lose, win.
627246987943915521	positive	Champ Ronda,Eye of the Tiger baby! Bethe is a Conor McGregor wanna be in this pic..Ronda will win,easy money tomorrow http://t.co/2WUzxi9B2M
635619836538822657	positive	Having dinner with @maysoonzayid to plan 12th annual  NY Arab American comedy festival and AC/DC walked in. But couldn't get a photo
641510515974365185	negative	ok so i want to cry like, my expected delivery date for my ipad is thursday which is AFTER i leave like this is the absolute worst
638520696843296768	negative	Hannibal's 3rd season feels like it became more and more a parody of itself.
640605365009256448	positive	@Vortex566 oo I need to get back in to Hannibal! Did season 1 then just kind of stopped. Yar, started last week. You got kids in tomorrow?
636756305001193472	positive	Stomach sounds like a Jurassic Park movie &amp; I realize I've had about 800 calories today. Keep this up and I may actually lose weight!
641034645581242368	neutral	There's only one Minister in Harper's pantheon, and he's 100% Prime... (May contain Antibiotics, HGH, GMO...) https://t.co/8zE5Va8HiX
641096525980938240	positive	Federer's 1st serve is just...perfect. #USOpen
641639275054931968	neutral	You may dislike either Messi or Ronaldo, but you can't dislike Zlatan.
634263377536225280	negative	So cynical of the electoral board to make preparations for snap polls on Nov. 1 as Pres. Erdogan refuses to give gov-forming mandate to CHP.
638441990015860737	neutral	Reminder: Madonna's show originally scheduled for Wed, 9/2 has been rescheduled to 1/20. Original tickets will be honored at the new date.
641541712280743936	positive	Good morning...back after a couple of days off for Labor Day weekend.  So today is my Monday. I make no promises. Ready with @ShebaTurk
628688430247997440	neutral	Excited for the end of the 1st debate when Ryan Seacrest comes out and says, "Bobby Jindal, your Idol journey ends here" and he cries.
639453806833459203	negative	Joe Biden wants to sit in on the hearings to watch Hillary's IT patsy take the 5th. https://t.co/tMomTOfyyM
629579203197988864	neutral	Apple Watch may be a game changer when it comes to fitness activities, but not everyone has jumped on that... http://t.co/lWm6jI9kar
638411702564966400	positive	This time tomorrow we'll be in very good company as David Beckham receives the #hmvFE20 award! http://t.co/f4iWAOMkJ7 http://t.co/kF9QAyITFJ
641357094654885888	positive	Amazon may be cooking up a $50 tablet The Internet giant is reportedly working on new Fire tablets for the... http://t.co/yRmqFq3PxN
641432777615933440	positive	So tomorrow is the big Apple event. What do you think we'll see, iPad Pro? An iPad Stylus? Curious to see what they bring.
640682168612691969	neutral	If you found a set of headphones &amp; an iPod @flystl on Saturday by @Starbucks in Terminal C, please turn them in. Reward offered. #american
641469662073630721	neutral	The word "connotes" will be one of the most searched for words on Google tomorrow. #lateshow
640871644844572672	negative	@ @Microsoft  3rd time my Lumia handset submitted in service Centre in last 8 Months, No one is looking into it. Need replacement of my 930
629432291698176000	positive	Bobby Jindal may not be the best speaker, but he is a solid conservative, has experience governing and seems to be an honest man.
637194036667895808	positive	@_TheRandall @colinwright1959 Without googling I can only think of a couple! Sun is shining - Bob Marley &amp; house of the rising sun!
641619634190290945	positive	New Post- Harry Potter and the Sorcerer's Stone (Waiting on Wednesday #13) http://t.co/c6yHbGCwco
641343193997426688	neutral	We will see how well Stones does Saturday lunch time against Chelsea, or will he jump over a ball for a goal?
638358086990741504	positive	Monday tiring you down? Pump it up with some AC/DC cover from the ladies night &amp; karaoke hosted by KJ &amp; DJ Martin... http://t.co/QvO1aJ2Azg
636001345368145921	positive	So I suggested that we hit IHOP after work since it's Monday and we gone finish hella early right ....
620165954480287744	neutral	Just me who thought Conor McGregor may not have fully answered the Wrestler question last night?! He was taken down at will to be fair?!
641506922420682752	positive	Our exciting card game, Arsenal, is coming to Kickstarter next week! Order on September 15 and get it in November! https://t.co/j9RXt0QtFH
633753790831656964	neutral	after 8 hours of headache i'm getting my Galaxy Note 5 tomorrow.. hopefully. but more headache later when i have to deal with the cleanup...
641472430502838273	positive	I'll be sending off Summer and HANNIBAL tomorrow. It'll be a bittersweet day.
623753201863372800	positive	'Knock Knock: Live:' David Beckham Surprises Family In Need: Tuesday marked the debut of "Knock Knock:... http://t.co/YkWLAjwfIE #family
640661146182283264	positive	Bob Marley fans, your dream will come true soon as @bobmarley and the Wailers is coming to perform, Sept 7 at Explosition Park, #LosAngeles.
634942658729766912	positive	Friday night: Mom bringing home a taco for me while I watch Game of Thrones with my dog.
634704285683445760	neutral	Erdogan says he will call snap Turkey election on Nov 1 http://t.co/2SFGuzkV34 http://t.co/QNQgalRH9F
640707899048726528	neutral	topic: donald trump   question: will this be the 3rd question you answer?  #PRINCESSVICTORIATAKESOVER   @LOHANTHONY 2
639517687627051009	neutral	It may seem a strange comparison, but Jeb Bush has a lot in common with Barack Obama. http://t.co/ZC8FQOWAkQ
634728000702021632	negative	Red Sox game I have tickets to tonight may get rained out, same with AC/DC concert tomorrow night. Somebody give me some good news...
635534252101214208	neutral	Has Federer shocked Murray and Djokovic with his turbo-charged aggression? Will they respond? New podcast tomorrow http://t.co/oy9eqomY3L
640095094373240832	positive	Man Utd 0 arsenal 2. Sylvain Wiltord scored as Arsenal win 2-0 at Old Trafford in the FA Cup 5th Round. http://t.co/7ojCu5OzVt
640587723062030336	neutral	@timmbarton123 @voxdotcom We must keep working to make it happen tho. If Twitter/FB existed during Kerry he may have won! MySpace failed.
638339164145123329	positive	Attention, Queens. I finally found a good copy of Magic Mike XXL so I will be watching it a 3rd and 4th time with whoever hasn't seen it yet
621423173880315904	negative	Amazon Prime Day is a bust. This was going to replace Black Friday? Now I feel justified in sleeping through "sales." #AmazonPrimeDay
639578714561495044	negative	Brothers off to Ibiza tomorrow and he's currently in the kitchen listening to Fleetwood mac, fucking loser hahahah
639009525958352896	positive	@KasweshiLwiimbo @Microsoft will be presenting on the 4th I will come we talk about some stuff
634693561523531777	neutral	So it is official but no surprise: Erdogan announces Turkey to go to new round of elections on November 1st.
637182089050374144	positive	When Friday begins with some Fleetwood Mac #grooovin
639535244354416640	neutral	@Ssnyder1835 the DC comics site has Batman 44 releases on the 9th but its out now?
639046032140185600	neutral	Joe Biden appears on Late Show w/ Stephen Colbert Sept 10. Does he have something to announce? http://t.co/7hKLEtYsBt http://t.co/n2N0yxoTfe
640892624883335168	negative	Curled up in bed watching Batman cartoons, it's a terrible Monday after all.
641429538493194240	positive	Jealous of everyone going to Chris brown on Thursday
639208515534458880	negative	Turns out that annointing Jeb Bush the default establishment candidate may have been premature? you don't say. http://t.co/XVeQXKX6Va
636724284002451456	positive	HFUnderpants: 6925 ?Aug 27 / 0048+. Taiul end of show with Grateful Dead's "We Will Get By" into station ID as... http://t.co/WXriNUHQt9
639350928261447680	positive	Getting the most from Google+ for your Business? Join our next Workshop in Derby 10 September http://t.co/isLkoc9eWB http://t.co/2PbiHP1LDQ
632336871251668992	positive	A Kurt Cobain solo album due out in November??? It's about time... Tupac's been doing it for years. Thank you @Nova_Bean666
641565665388855296	positive	@MrsCollyO Happy birthday!! Have a top day. And hope Everton batter Chelsea on Saturday for you haha! x
640444001770958848	neutral	This, from @chrisriddell50, says it all re David Cameron's heartlessness. #refugeeswelcome  http://t.co/gq9DhU7Qsq
636712645568163842	negative	Finally broke down and got Amazon Prime and the delivery on my 1st purchase as a member is late. @amazon I was expecting better.
640493908716322816	negative	Former Florida Gov. Jeb Bush said Thursday that his chief opponent, front-runner Donald Trump, is "trying to insult his way" to the White
639704216920027136	positive	Jo Konta's win over Muguruza was the longest ever Women's #USOpen match &amp; the 1st set alone lasted as long as Federer's entire match! Woah!
641198882945302532	negative	#Obama and #Hillary may have used Benghazi lie to win his last election but the #Benghazi #truth will lose Hillary's http://t.co/iu2kLdkbXs
631501454407143424	positive	Google+ may finally have the beginnings of a unique value proposition for social media users. http://t.co/8xMbDOVSB9 via @marketingland
638767493172068352	positive	Friday at IHOP it was like 11:30 and I felt like it was 3 in the morning. I was so done.
641568705713848320	positive	Can it be almost Thursday?? YES IT CAN! Labor Day has come and gone... but Shari's Open Mic keeps on keepin' on! http://t.co/kVTp2ZH60f
621463364758212608	negative	Was the Amazon Prime day a big hit? Well.. there's a #PrimeDayFail hashtag trending. at 5 our @PriceCBS8 reports on what may have gone wrong
641174772152422400	negative	Hello, BTLs.  Every single one of you consumes BBC content even indirectly.  Stop whining. http://t.co/eRlzyrYthl
640881019818610688	neutral	LIVE: Biden speaks at PA Labor Day parade: Following his speech, Vice President Joe Biden will march with AFL-... http://t.co/x8AQleo2EZ
641363371145588736	neutral	2nd time having ronaldo and Messi .... Plus a cheeky hazard on the bench !! @Castro1021 @TheReevHD @Nick28T http://t.co/4FlPAPpqnk
627839618063421440	positive	Bit a Fleetwood Mac on a sunny Sunday will go hand in hand with a Desperados. https://t.co/lh3sbL0kA1
637282857002659841	positive	One of the Worlds biggest icons David Beckham dined @TattuMCR in @Spinningfields this Wednesday #Manchester #Beckham http://t.co/QZNRpD4WZt
635891974646706177	positive	Are you a virtual assistant? On Google+? Member of the Virtual Assistants Community on G+? C'mon .. join us! http://t.co/MuOXlhSo3t
629457900096888833	positive	Fun Fact: Chris Christie got to the 1st tier debate by eating Bobby Jindal.
621468278909579266	negative	Amazon Prime Day... tried to be Black Friday but realized it was, in fact, born white. #PrimeDayFail
641400169574105088	positive	@_lecks_ @Stradiwhovius nah m8 always start at the beginning and see the evolution madonna's 2nd and 3rd albums are perf)
624660020832002048	neutral	Can't wait for @Korn @suicidesilence in October. Hopefully I run into @DanKenny so I can bust his balls about Conor McGregor.
635180243934912512	neutral	Jindal calls for harsh penalties against sanctuary cities - Louisiana Gov. Bobby Jindal on Saturday called for the... http://t.co/yLl0qiMIO0
626904444245016576	neutral	Anybody want tickets to Eric church tomorrow night in Nashville? 150 each
638400018735501312	negative	Will Ted Cruz, Jeb Bush, and all the top ten who swore to support the GOP primary winner.....do it.   Looks like they may end with TRUMP! HA
632332117817561088	neutral	Pretty floater by Bentley over Charles.   She has 7, Bone 6..Sun 13.  Stokes with the layin for her first hoop
641459711045443584	negative	@HughRundle @parody_bit @edrabinski Hadn't read the full thread on 1st reply. I forgot people might not know Google isn't live results.
641087370872422401	positive	@__BasedGoddess perfect ! Wednesday I'm done at 1150 . I'll be waiting . Can we go to IHOP one day ?
634015153671921664	neutral	Samsung has steadily improved it's Galaxy Note phones. With the Note 5, the wheels fell off. Like the 2nd half of my first season! #WreckEm
630194700968939520	positive	Spending my Saturday night watching a Kurt Cobain documentary at a vintage theater because that screams, "hey you're a fun millennial"
641198931217547264	positive	AMAZON. This amazing company sells anything available under the sun, including "Cloud". Absolute disruption.
641484530268958720	neutral	@GayPatriot only September? Maybe it should be at least an "No Oliver Willis after Labor Day"
632069291320430593	positive	A new album of unreleased Kurt Cobain solo music drops in November! Any Nirvana fans in the house? http://t.co/ZKedpmGbI9
641452934186663940	positive	People are suddenly starting to want Justin &amp; Ariana together &amp; I've been waiting on them since they sat in a circle on set of victorious
638347085901795328	positive	@USANAinc I'm hoping to win the Apple Watch. I know you draw tomorrow. Please pick my name. #USANAUnited
641511919778574337	positive	Apple is hosting its annual splash on Wednesday to unveil a new version of its best product, the iPhone #Africapkenya http://t.co/hL17VGWRnL
640729405405437952	negative	It's a Sunday night and I just turned Donald Trump into an orc.
638451103835815941	neutral	He once gave a smelly tramp a quid for a bag of chips who may or may not have urinated next to a Lexus earlier that day. suggestacorbynsmear
636343697773195264	negative	I'd say I want to be like Kurt Cobain but I can't bear the thought of living till I'm 27. Blow my head off with a shotgun tomorrow.
629089564330721280	positive	ok y'all it's actually kind of good i didn't go to metlife bc i just got a call for my internship and i report tomorrow
641170334348128256	neutral	@stevewraith @lee_ryder  Don't suppose you know if the Chelsea game will change times or dates due to Chelsea playing CL on a Tuesday??
632312056910221312	positive	At the office listening to bob Marley doing work...can't say I'm hating my Friday afternoon
640769952115499008	neutral	Meet the Chicago Millennials Who Started a Donald Trump Super PAC | Chicago magazine | http://t.co/PuyshWqIG3 #MakeAmericaGreatAgain
636391115034333185	positive	As he stared at his monitor, the decision to puchase Amazon Prime was suddenly an easy one for Steve Sarkisian https://t.co/pql6rXVmle
641316108469948416	positive	Who tryna go to the Bernie Sanders rally on Sunday?
631464153216077825	neutral	1st Day of 7th Grade...even Jay-Z the wonder horse wanted to be involved. https://t.co/ymdZg8mA3u
638385619002126336	neutral	@RafaelH117 @DianaKristinne  do you guys think if Barca reaches January as leaders they can win the League and whether team can achieve that
639466101630341120	positive	Thanks to everyone who came over and played the Game of Thrones with us today. See you tomorrow! #PlayTheGame #NursingORGWhy #WeILLUMINATE
641403777187213316	positive	Google did great with YouTube purchase. It is now &gt; $40BN. http://t.co/ZpxFSHxQ8S. I bet Facebook did equally if not better with Oculus.
641387404255985664	negative	@ABCPolitics @ABC @DavidMuir OMGosh! HIllary still using her deceased Mom as a PROP to save herself from her own lies. ~May she RIP.
641093553070845957	neutral	Harper,s high standards for candidate selection, Dauphin Swan River MP running for the 3rd time un nominated, stamped by Harper
640878311107862528	positive	Sun is shining... Bob Marley on the radio... hiya Monday!
634169076210733056	positive	Pet adoptions are $10 this Friday @BFAS_LA thanks to @Microsoft @Windows. #Upgradeyourworld with a new best friend! http://t.co/0aI2QiBbCR
641462939090817024	positive	Had this new planner on my wish list on Amazon.. Let's just say it's on the way and will be here Friday :)
641298730361204736	neutral	Pro-Hillary Clinton Correct the Record says Jeb Bush's 1st TV ad is "built on a phony record," says econ claims built on housing bubble
635390140010115072	neutral	My preview of the Western &amp; Southern Open final on Sunday between Djokovic and Federer for @BetfairExchange https://t.co/JFCldFYHXR
641577840257990656	positive	The early kick off on Saturday is Everton vs Chelsea aka the John Stones Derby! BTTS written all over it?
635716786936221696	positive	"Papa you need a hat" thus said one of Federer's twin girls.......congrats again for winning Cinci for the 7th time @rogerfederer
635152515940548609	neutral	Listen and Learn with Bobby Jindal at Ottumwa Republican Office Monday August 24 at 12:00 light lunch also. http://t.co/PqoMMbvy53
641460362873716736	neutral	Ahahahahhha when Labor Day messes you up &amp; u forgot it's Tuesday &amp; not Monday so all your online class assignments are due &amp; u have 2 hrs
641467448055611393	positive	Okay, I can see how you may not like lebron or Tom Brady but not Messi..this guy has nations on his back.
620679423323447301	neutral	By Suzanne Moore, Monday 13 July 2015 The Guardian This time, it's not me who says that! //RO Angela Merkel and... http://t.co/rncM7jpDkn
630395403469336576	positive	May sell off my Samsung Galaxy Note 4 for the #SamsungGalaxyNote5
641523725976756224	positive	2015 Muscle Beach - Labor Day: Find all of the coverage here of the 2015 Muscle Beach - Labor Day, held on September 7th, in Venice, CA!!
640504964360503296	negative	Joe Biden may not have the "emotional energy" to run for Prez but no problem with the energy level necessary for VP job? #mtp @CNNPolitics
639422051351064576	positive	IBM has the grand opening for the Toronto garage Sept 9th. Here how clients innovate here http://t.co/cKadu3MRSe http://t.co/uK3HYtkRk2
629394528336637953	negative	@Microsoft 2nd computer with same error!!! #Windows10fail Guess we will shelve this until SP1! http://t.co/QCcHlKuy8Q
641662233731137536	neutral	Amused by the 2nd hand commentary on the Apple keynote this morning. #techthings #wheretheladies
641538104789078016	positive	16th Annual Labor Day at the Louisville Zoo has been a complete success! Lots of friends and families of Labor... http://t.co/vYtnRadDYn
632586398369992704	positive	What a world of difference a leather band makes on Apple Watch. h/t @casuallynorm for pointing me in the direction of 3rd party lugs
640179309307518976	neutral	Saw an iPod nano 5th(?) Gen 16GB one at the cash converter's place
636147999509479424	positive	Jurassic Park Collection with all the 4 movies!  Coming out in Italy October 7th http://t.co/5yZkjM80Ct http://t.co/s9z7HyjwNc
641537637887508480	neutral	@talk2GLOBE hi, may i ask what are the requirements needed for the iphone 5s under plan 999?
641437694602649600	neutral	I admire Hillary &amp; may even vote for her. But she so doesn't sound sorry. #email server
622172427032899584	neutral	@danawhite @lorenzoFB C'mon, feed Conor Mcgregor to @FrankieEdgar. Mcgregor talked his way into a title shot, Frankie earned it.
637791558188834816	neutral	@paulaEdwyer Tat may be the president of Azerbaijan. I don't even think this is current. That's a very youngish Angela Merkel behind Abe
638969368550899712	positive	David Beckham shares sweet snap as he kisses his 'beautiful boy' Romeo on his 13th birthday http://t.co/09mZX7qqL7 http://t.co/OQzuIrFA6V
631808336032366592	positive	Just in time since we are almost done with the Justified Series on Amazon Prime.  &lt;g&gt; https://t.co/P2mV963TuA
637671576620679168	positive	Katrina tops Sunday morning show agenda - Bobby Jindal sits down with both ABC and CBS. New Orleans Mayor Mitch La... http://t.co/J1coQHpxCH
629069918315544580	negative	Heads up: An important change to Amazon Prime effective August 1 will limit how you can share free P... http://t.co/BndStpoVJq @debtblag
641493418355609600	positive	Okay the "what do you mean song"  by Justin beiber is good. Enjoy this tweet Myro it's going to he gone tomorrow @MyNameIsMyro
641180341835698176	positive	I'm the only person I know that wants a Harry Potter wand for her 25th birthday. Yeah, ill admit it.
628412899648741376	positive	the 1st dance at my wedding will actually just be a duet of Diamonds From Sierra Leone-Remix with my husband as Jay-Z and myself as Kanye.
